출발지,출발지 광역지자체,출발지 기초지자체,출발지 위도,출발지 경도,도착지,도착지 광역지자체,도착지 기초지자체,도착지 위도,도착지 경도,요금(고속),요금(우등),요금(프리미엄),요금(심야고속),요금(심야우등),요금(심야프리미엄)
천안아산역,충청남도,아산시,36.7943447,127.1044438,인천,인천광역시,미추홀구,37.44177704,126.7014809,9900,12900,0,0,15400,0
천안아산역,충청남도,아산시,36.7943447,127.1044438,죽전,대구광역시,남구,35.83672828,128.5578272,5900,0,0,0,0,0
천안종합운동장,충청남도,천안시 서북구,36.8130468,127.1459792,없음,서울특별시,서대문구,37.57485498,126.9215788,0,0,0,0,0,0
청양,충청남도,청양군,36.4522491,126.8035331,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,12000,17500,0,0,0,0
청주(센트럴),충청북도,청주시 흥덕구,36.62800462,127.4320262,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,9100,12800,0,0,0,0
청주(센트럴),충청북도,청주시 흥덕구,36.62800462,127.4320262,죽전보정,경기도,용인시 수지구,37.32620134,127.1031615,8300,10800,0,0,0,0
청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,15300,22400,0,18300,26800,0
청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,8500,12100,0,0,0,0
청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,동서울,서울특별시,광진구,37.53460761,127.0941883,9900,14400,0,11800,17200,0
청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,부산,부산광역시,사상구,35.16323947,128.9825254,20000,29500,38300,24000,35400,45900
청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,서울경부,서울특별시,서초구,37.50619217,127.007451,9100,13300,17200,10900,15900,20600
청주공항,충청북도,청주시 청원구,36.77315371,127.5077214,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,9100,12800,0,0,0,0
청주대정류소,충청북도,청주시 청원구,36.65045243,127.4869815,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,9100,12800,0,0,0,0
청주대정류소,충청북도,청주시 청원구,36.65045243,127.4869815,죽전보정,경기도,용인시 수지구,37.32620134,127.1031615,8300,10800,0,0,0,0
청주대정류소,충청북도,청주시 청원구,36.65045243,127.4869815,청주공항,충청북도,청주시 청원구,36.77315371,127.5077214,1700,1700,0,0,0,0
청주대정류소,충청북도,청주시 청원구,36.65045243,127.4869815,청주북부,충청북도,청주시 청원구,36.71173817,127.4272531,1700,1700,0,0,0,0
청주북부,충청북도,청주시 청원구,36.71173817,127.4272531,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,0,12800,0,0,0,0
춘천,강원도,춘천시,37.8646944,127.7175294,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,0,42300,0,0,50700,0
춘천,강원도,춘천시,37.8646944,127.7175294,동대구,대구광역시,동구,35.87798596,128.6303085,21400,31600,0,25600,37900,0
춘천,강원도,춘천시,37.8646944,127.7175294,서대구,대구광역시,북구,35.8902631,128.5614147,21400,31600,0,25600,37900,0
충주,충청북도,충주시,36.98204148,127.9148855,고양백석,경기도,고양시 일산동구,37.64327521,126.7897588,12100,17700,0,0,0,0
충주,충청북도,충주시,36.98204148,127.9148855,동서울,서울특별시,광진구,37.53460761,127.0941883,9000,13200,17100,10800,15800,0
충주,충청북도,충주시,36.98204148,127.9148855,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,9000,13200,17200,10800,15800,20600
태안,충청남도,태안군,36.74805446,126.3032382,대전복합,대전광역시,동구,36.35032438,127.43675,11000,16000,0,0,0,0
태안,충청남도,태안군,36.74805446,126.3032382,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,10800,15700,0,0,0,0
태안,충청남도,태안군,36.74805446,126.3032382,인천,인천광역시,미추홀구,37.44177704,126.7014809,9800,14300,0,0,0,0
통영,경상남도,통영시,34.88510268,128.4169289,서울경부,서울특별시,서초구,37.50619217,127.007451,25900,38600,50200,31000,46300,60200
통영,경상남도,통영시,34.88510268,128.4169289,인삼랜드(휴)상행,충청남도,금산군,36.1537552,127.4972881,12800,19500,0,0,0,0
평택,경기도,평택시,36.99036504,127.0878605,서울경부,서울특별시,서초구,37.50619217,127.007451,6100,7900,0,7300,9400,0
평택굿모닝병원,경기도,평택시,36.99288465,127.1323557,서울경부,서울특별시,서초구,37.50619217,127.007451,5500,7100,0,6600,8500,0
평택대,경기도,평택시,36.99288465,127.1323557,없음,서울특별시,서대문구,37.57485498,126.9215788,0,0,0,0,0,0
평택용이동,경기도,평택시,36.99288465,127.1323557,서울경부,서울특별시,서초구,37.50619217,127.007451,5200,6700,0,6200,8000,0
포항,경상북도,포항시 남구,36.01347278,129.3496772,낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,8000,12100,0,0,0,0
포항,경상북도,포항시 남구,36.01347278,129.3496772,서울경부,서울특별시,서초구,37.50619217,127.007451,23200,34400,44700,27800,41200,53600
포항시청,경상북도,포항시 남구,36.01347278,129.3496772,낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,8000,12100,0,0,0,0
포항시청,경상북도,포항시 남구,36.01347278,129.3496772,서울경부,서울특별시,서초구,37.50619217,127.007451,23200,34400,44700,27800,41200,53600
풍기,경상북도,영주시,36.82709934,128.6057601,서울경부,서울특별시,서초구,37.50619217,127.007451,0,19100,0,0,0,0
함평,전라남도,함평군,35.06209077,126.523352,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,27600,35600,46700,33100,43000,0
해남,전라남도,해남군,34.57066373,126.6079365,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,30500,42300,55000,36600,50700,0
해남,전라남도,해남군,34.57066373,126.6079365,수원,경기도,수원시 권선구,37.25108002,127.0198291,32900,42800,55600,0,51300,0
해남,전라남도,해남군,34.57066373,126.6079365,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,19000,28600,0,0,0,0
해제,전라남도,무안군,35.11196188,126.2915242,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,28300,36800,47800,0,44100,57300
호계동,경기도,안양시 동안구,37.39086285,126.9479041,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,0,31400,40800,0,0,0
홍대조치원,세종특별자치시,,36.60197325,127.3026088,서울경부,서울특별시,서초구,37.50619217,127.007451,10700,14000,0,12800,16800,0
홍성,충청남도,홍성군,36.60094585,126.6760965,논산,충청남도,논산시,36.20312149,127.0882356,0,11800,0,0,0,0
홍성,충청남도,홍성군,36.60094585,126.6760965,부산,부산광역시,사상구,35.16323947,128.9825254,0,41300,0,0,0,0
홍성,충청남도,홍성군,36.60094585,126.6760965,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,10200,14900,0,0,0,0
홍성,충청남도,홍성군,36.60094585,126.6760965,연무대,경기도,수원시 팔달구,37.27652065,127.0391258,0,13300,0,0,0,0
홍성,충청남도,홍성군,36.60094585,126.6760965,인천,인천광역시,미추홀구,37.44177704,126.7014809,9200,13400,0,0,0,0
화순,전라남도,화순군,35.05634512,126.9832722,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,26400,34300,0,0,41100,0
황간,충청북도,영동군,36.22544788,127.9149935,서울경부,서울특별시,서초구,37.50619217,127.007451,15100,22100,0,18100,26500,0
횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,동서울,서울특별시,광진구,37.53460761,127.0941883,8900,13100,0,0,0,0
횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,서울경부,서울특별시,서초구,37.50619217,127.007451,10000,14900,0,0,0,0
횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,수원,경기도,수원시 권선구,37.25108002,127.0198291,10400,12700,0,0,0,0
횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,신갈시외(두진A),경기도,용인시 기흥구,37.2731115,127.1051662,9000,10900,0,0,0,0
횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,영통,경기도,수원시 팔달구,37.27652065,127.0391258,9200,11200,0,0,0,0
횡성(휴)하행,강원도,횡성군,37.4615442,128.1350662,강릉,강원도,강릉시,37.75468042,128.8788757,6700,9700,0,0,0,0
횡성(휴)하행,강원도,횡성군,37.4615442,128.1350662,경포해변,강원도,강릉시,37.80340551,128.9102102,0,10300,0,0,0,0
횡성(휴)하행,강원도,횡성군,37.4615442,128.1350662,동해,강원도,동해시,37.52770657,129.1040424,9300,13600,0,0,0,0
횡성(휴)하행,강원도,횡성군,37.4615442,128.1350662,삼척,강원도,삼척시,37.4401469,129.1690379,9900,16000,0,0,0,0
횡성(휴)하행,강원도,횡성군,37.4615442,128.1350662,삼척해변,강원도,삼척시,37.46792498,129.1698406,12100,15700,0,0,0,0
흥덕,전라북도,고창군,35.51884562,126.6991809,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,18300,23800,0,0,0,0
흥덕,전라북도,고창군,35.51884562,126.6991809,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,10100,13200,0,0,0,0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
