출발역 이름,출발역 광역지자체,출발역 기초지자체,출발역 위도,출발역 경도,도착역 이름,도착역 광역지자체,도착역 기초지자체,도착역 위도,도착역 경도,요금(일반실),요금(특실)
천안아산,충청남도,아산시,36.7943447,127.1044438,전주,전라북도,전주시 덕진구,35.84985312,127.1618034,19200,27800
천안아산,충청남도,아산시,36.7943447,127.1044438,정읍,전라북도,정읍시,35.57550653,126.8422496,22800,33100
천안아산,충청남도,아산시,36.7943447,127.1044438,진영,경상남도,김해시,35.29857664,128.7739275,33500,48600
천안아산,충청남도,아산시,36.7943447,127.1044438,진주,경상남도,진주시,35.15071327,128.1179168,40300,58400
천안아산,충청남도,아산시,36.7943447,127.1044438,창원,경상남도,창원시 의창구,35.25745394,128.6066268,35700,51800
천안아산,충청남도,아산시,36.7943447,127.1044438,창원중앙,경상남도,창원시 의창구,35.24235021,128.7013074,34700,50300
천안아산,충청남도,아산시,36.7943447,127.1044438,평택지제,경기도,평택시,37.01878181,127.0698327,7500,10900
천안아산,충청남도,아산시,36.7943447,127.1044438,포항,경상북도,포항시 북구,36.07160518,129.3419282,36200,52500
평택지제,경기도,평택시,37.01878181,127.0698327,경주,경상북도,경주시,35.79837725,129.1389994,35100,50900
평택지제,경기도,평택시,37.01878181,127.0698327,곡성,전라남도,곡성군,35.2836103,127.3036839,29100,42200
평택지제,경기도,평택시,37.01878181,127.0698327,공주,충청남도,공주시,36.3324865,127.0968327,14000,20300
평택지제,경기도,평택시,37.01878181,127.0698327,광주송정,광주광역시,광산구,35.13766751,126.790805,33300,48300
평택지제,경기도,평택시,37.01878181,127.0698327,구례구,전라남도,순천시,35.1634297,127.4525786,31000,45000
평택지제,경기도,평택시,37.01878181,127.0698327,김천구미,경상북도,김천시,36.11282841,128.1820556,22800,33100
평택지제,경기도,평택시,37.01878181,127.0698327,나주,전라남도,나주시,35.01407834,126.7171749,34700,50300
평택지제,경기도,평택시,37.01878181,127.0698327,남원,전라북도,남원시,35.41123171,127.36139,27600,40000
평택지제,경기도,평택시,37.01878181,127.0698327,대전,대전광역시,동구,36.33229415,127.4346445,12400,18000
평택지제,경기도,평택시,37.01878181,127.0698327,동대구,대구광역시,동구,35.87932399,128.6283938,29725,43100
평택지제,경기도,평택시,37.01878181,127.0698327,동탄,경기도,화성시 동탄구,37.19994276,127.0957376,7500,10900
평택지제,경기도,평택시,37.01878181,127.0698327,마산,경상남도,창원시 마산회원구,35.23614083,128.5770291,39400,57100
평택지제,경기도,평택시,37.01878181,127.0698327,목포,전라남도,목포시,34.79113446,126.3865755,39100,56700
평택지제,경기도,평택시,37.01878181,127.0698327,밀양,경상남도,밀양시,35.47452401,128.7711928,34800,50500
평택지제,경기도,평택시,37.01878181,127.0698327,부산,부산광역시,동구,35.11520341,129.0415499,44900,65100
평택지제,경기도,평택시,37.01878181,127.0698327,서대구,대구광역시,서구,35.88134695,128.540007,28800,41800
평택지제,경기도,평택시,37.01878181,127.0698327,수서,서울특별시,강남구,37.48549613,127.1043706,7700,11200
평택지제,경기도,평택시,37.01878181,127.0698327,순천,전라남도,순천시,34.9458018,127.5030853,33500,48600
평택지제,경기도,평택시,37.01878181,127.0698327,여수EXPO,전라남도,여수시,34.75338071,127.7487232,36500,52900
평택지제,경기도,평택시,37.01878181,127.0698327,여천,전라남도,여수시,34.77913289,127.6641677,35700,51800
평택지제,경기도,평택시,37.01878181,127.0698327,오송,충청북도,청주시 흥덕구,36.62008671,127.3276033,7700,11200
평택지제,경기도,평택시,37.01878181,127.0698327,울산,울산광역시,울주군,35.55142714,129.1385985,39000,56550
평택지제,경기도,평택시,37.01878181,127.0698327,익산,전라북도,익산시,35.94053258,126.9457173,20400,29600
평택지제,경기도,평택시,37.01878181,127.0698327,전주,전라북도,전주시 덕진구,35.84985312,127.1618034,22800,33100
평택지제,경기도,평택시,37.01878181,127.0698327,정읍,전라북도,정읍시,35.57550653,126.8422496,26400,38300
평택지제,경기도,평택시,37.01878181,127.0698327,진영,경상남도,김해시,35.29857664,128.7739275,37100,53800
평택지제,경기도,평택시,37.01878181,127.0698327,진주,경상남도,진주시,35.15071327,128.1179168,43800,63500
평택지제,경기도,평택시,37.01878181,127.0698327,창원,경상남도,창원시 의창구,35.25745394,128.6066268,39100,56700
평택지제,경기도,평택시,37.01878181,127.0698327,창원중앙,경상남도,창원시 의창구,35.24235021,128.7013074,38200,55400
평택지제,경기도,평택시,37.01878181,127.0698327,천안아산,충청남도,아산시,36.7943447,127.1044438,7500,10900
평택지제,경기도,평택시,37.01878181,127.0698327,포항,경상북도,포항시 북구,36.07160518,129.3419282,39700,57600
포항,경상북도,포항시 북구,36.07160518,129.3419282,김천구미,경상북도,김천시,36.11282841,128.1820556,17300,25100
포항,경상북도,포항시 북구,36.07160518,129.3419282,대전,대전광역시,동구,36.33229415,127.4346445,27600,40000
포항,경상북도,포항시 북구,36.07160518,129.3419282,동대구,대구광역시,동구,35.87932399,128.6283938,10100,14600
포항,경상북도,포항시 북구,36.07160518,129.3419282,동탄,경기도,화성시 동탄구,37.19994276,127.0957376,42600,61800
포항,경상북도,포항시 북구,36.07160518,129.3419282,수서,서울특별시,강남구,37.48549613,127.1043706,47200,68400
포항,경상북도,포항시 북구,36.07160518,129.3419282,오송,충청북도,청주시 흥덕구,36.62008671,127.3276033,32200,46700
포항,경상북도,포항시 북구,36.07160518,129.3419282,천안아산,충청남도,아산시,36.7943447,127.1044438,36200,52500
포항,경상북도,포항시 북구,36.07160518,129.3419282,평택지제,경기도,평택시,37.01878181,127.0698327,39700,57600
